doi,fields
10.4284/sej.2010.77.1.1,Advertising_Tournament_Economics_Microeconomics_Audit_Stochastic game_CONTEST_Cheating_Enforcement_Incentive_Deterrence theory
10.1007/s10815-004-8758-2,Embryo transfer_Andrology_Reproductive medicine_Oocyte_Pregnancy_Monozygotic twin_Cleavage stage embryo_Human genetics_Biology_Human fertilization
10.1016/j.biopha.2004.09.001,Surgery_Intensive care medicine_Type 2 diabetes_Patient education_Insulin_Glycemic_Hypoglycemia_Severe hypoglycemia_Risk factor_Diabetes mellitus_Medicine
10.1093/chemse/bjr023,Arthropod mouthparts_Wild type_Stimulation_Fructose_Cockroach_Animal species_Appendage_Biochemistry_Biology_Taste
10.2466/pr0.102.2.509-531,Self-efficacy_Stereotypy (non-human)_Developmental psychology_Psychology_Self-assessment_Stereotype_Curriculum_Aptitude_Role model_Coping (psychology)_Social psychology
10.4172/2161-0711.1000281,No data.
10.1080/03235408.2012.755047,Frass_Horticulture_Larva_Spodoptera littoralis_Insect_Agrotis ipsilon_Adult female_Instar_Botany_Biology
10.1007/s00442-006-0465-5,Allee effect_Population size_Ecology_Population density_Ideal free distribution_Population_Density dependence_Fecundity_Population growth_Biology
10.1007/s11829-008-9035-6,Bioassay_Larva_Lepidoptera genitalia_Insect_Alkaloid_Lymantria dispar_Berberine_Aristolochic acid_Botany_Biology
10.2139/ssrn.900351,Public economics_Value-added tax_Indirect tax_Tax credit_Economics_Direct tax_Double taxation_Tax avoidance_Tax reform_Ad valorem tax
10.1111/jbi.12814,Woody plant_Vapour Pressure Deficit_Habitat_Ecology_Rain shadow_Archipelago_Shrub_Herbivore_Extinction_Biology
10.1007/978-1-62703-059-5_5,Biological activity_Molecular descriptor_Drug_Drug toxicity_Future trend_Early introduction_Computer science_Computational biology_Pharmacology
10.1080/10508420701713030,Psychology_Perception_Cheating_Social acceptability_Social psychology
10.1111/j.1530-0277.1991.tb00555.x,Placebo-controlled study_Placebo_Disulfiram_Antidote_Implant_Double blind_Alcohol intake_Treatment outcome_Anesthesia_Medicine
10.1080/0972060x.2013.854500,Horticulture_Native plant_Tetranychus urticae_Essential oil_Spider mite_Mite_Mentha pulegium_Toxicity_Botany_Ornamental plant_Biology
10.1002/ijc.2910600325,Internal medicine_Endocrinology_Molecular biology_Chemistry_Integrin_Adenosine_Cyclooxygenase_Prostacyclin_Tetradecanoylphorbol Acetate_Adhesion_Cell adhesion_Fibronectin
10.1073/pnas.1217716110,Algal bloom_Fish kill_Ecology_Karenia brevis_Neurotoxic shellfish poisoning_Brevetoxin_Dinoflagellate_Marine toxin_Red tide_Biology
10.1126/science.213.4510.889,Woody plant_Phytochemical_Shoot_Snowshoe hare_Deciduous_Botany_Biology_Taiga
10.1079/ber2004299,Predation_Sawfly_Pieris brassicae_Pieris rapae_Tenthredinidae_Turnip sawfly_Hymenoptera_Body movement_Botany_Biology
10.1002/pon.3464,Cancer_Ethnic group_Qualitative research_Facilitator_Cervical cancer_Help-seeking_Black British_Gynecology_Language barrier_Family medicine_Medicine
10.1111/j.1365-2664.2009.01747.x,Livestock_Carnivore_Predation_Carrion_Predictability_Geography_Ursus_Wildlife_Fishery_Environmental protection_Subsidy
10.1891/vivi.17.2.255.33644,Demography_Psychology_Mateship_Reproductive value_Poison control_Suicide prevention_Human sexuality_Domestic violence_Social psychology_Sociobiology_Evolutionary psychology
10.1080/07418820400095811,Criminal justice_Political science_Law_Truancy_Law enforcement_Criminal justice ethics_Deterrence theory_Criminology
10.1007/s10164-006-0033-9,Anatomy_Genus_Rhabdophis_Old World_Ophidia_Rhabdophis tigrinus_Animal ecology_Gland secretion_Biology_Correlation and dependence
10.2105/ajph.84.1.50,Public health_Demography_Logistic regression_Odds ratio_Input/output (C++)_Survey data collection_Residential area_Mammography_Market price_Medicine_Gerontology
10.1016/j.jpain.2008.01.157,Bioavailability_Cmax_Opioid antagonist_Naltrexone_Opioid_Euphoriant_Bioequivalence_Medicine_Crossover study_Pharmacology
10.4172/jaa.1000049,Internal medicine_Omics_Virology_Vaccination_Hepatitis C virus_Viral hepatitis_HBsAg_Hepatitis B virus_Population_Medicine_Pandemic
10.1046/j.1365-246x.2001.01462.x,Seismometer_Geology_Seismology_Seismogram_Attenuation_Nuclear explosion_Seismic noise_Passband_Magnitude (mathematics)_Tectonics
10.1111/j.1745-9125.1995.tb01191.x,Common law_Political science_Law_Sanctions_Imprisonment_Receipt_Rearrest_Prison_Collar_Specific deterrence_Criminology
10.1073/pnas.0705250104,Self-healing hydrogels_Corpus albicans_In vivo_Dextran_Amphotericin B_Hemolysis_Candida albicans_Antibiotics_Biology_Microbiology
10.1021/jf3052219,Biological activity_Chirality (chemistry)_Organic chemistry_Chemistry_Moiety_Lactone_Piperitone_Myzus persicae_Molecule_Enantiomer_Stereochemistry
10.1007/s10886-007-9331-0,Myrosinase_Plant defense against herbivory_Locust_Acrididae_Glucosinolate_Desert locust_Diamondback moth_Schistocerca_Botany_Biology
10.1371/journal.pone.0015000,Stimulus (physiology)_Taste aversion_Odor_Malaise_Saline solutions_Conditioned response_Potential toxicity_Toxicology_Biology_Taste_Zoology
10.1111/j.1365-3032.2004.00374.x,Frond_Acrididae_Bracken_Grasshopper_Orthoptera_Fire ant_Botany_Proanthocyanidin_Biology_ANT
10.1152/ajpendo.2006.263.6.e115710.1152/ajpendo.1992.263.6.e1157,Internal medicine_Enzyme inducer_Endocrinology_Physical exercise_Muscle atrophy_Hydrocortisone_Glutamine synthetase_Glucocorticoid_Enzyme assay_Biology_Endurance training
10.1098/rstb.1996.0026,Human–computer interaction_Ranging_Models of communication_Courtship_Backup_Signalling_Computer science_Animal communication_Deterrence theory
10.1046/j.1439-0418.2001.00561.x,Bioassay_PEST analysis_Insect growth regulator_Reticulitermes_Coptotermes_Carbamate_Rhinotermitidae_Botany_Juvenile hormone_Biology_Zoology
10.3354/meps147021,Juvenile_Ecology_Lyngbya_Cyanobacteria_Parrotfish_Rabbitfish_Chemical defense_Biology
10.1016/j.socscimed.2006.01.012,Welfare_Social medicine_Socioeconomic status_Government_Stigma (botany)_Poverty_Patient participation_Medicaid_Demographic economics_Economic growth_Medicine
10.1080/20477724.2019.1639018,Drug resistance_Public health_Virology_Artemisinin_Plasmodium falciparum_Antifolate_Sulphadoxine-pyrimethamine_Imported malaria_Biology
10.1111/j.1600-0560.2012.01944.x,CD34_Pathology_Immunophenotyping_Immunohistochemistry_Dermatofibrosarcoma protuberans_Desmin_Malignancy_Benign fibrous histiocytoma_Cutaneous Fibrous Histiocytoma_Biology
10.1111/j.1095-8339.1990.tb02213.x,Shoot_Arionidae_Funaria hygrometrica_Moss_Leafy_Generalist and specialist species_Herbivore_Botany_Protonema_Biology
10.1111/bij.12425,Predation_Ecology_Pseudomyrmex_Primate_Sciurus_Fabaceae_Cacajao melanocephalus_Herbivore_Taxon_Biology
10.1073/pnas.0605921103,Larva_Caterpillar_Pieris rapae_Brassica oleracea_Pinoresinol_Lignan_Food plant_Botany_Biology
10.1111/j.1532-5415.2005.00610.x,Nursing_Economic shortage_Specialty_Prestige_MEDLINE_Female students_Residency training_Career choice_Medical education_Geriatrics_Medicine
10.1111/j.1540-6210.2005.00428.x,Government_Economics_Duty_Enforcement_Public relations_Reputation
10.1111/spc3.12267,Mathematics education_Psychology_Personality_Social psychology_Meta-analysis
10.1016/j.jeem.2010.10.010,Emissions trading_Business_Enforcement_Design elements and principles_Industrial organization_Deterrence theory
10.1080/07421222.1997.11518141,Computer ethics_Economics_Marketing_Profit (economics)_Software_Conventional wisdom_Digital piracy_Intellectual property
10.2147/vhrm.2005.1.4.263,Surgery_Drug-eluting stent_Neointimal hyperplasia_Coronary artery disease_Restenosis_Stent_Angioplasty_Percutaneous coronary intervention_Interventional cardiology_Medicine
10.1093/pm/pnw213,Visual analogue scale_Adverse effect_Placebo_Route of administration_Morphine_Drug_Anesthesia_Medicine_Nasal administration_Crossover study
10.5152/etd.2012.19,Psychiatry_Demography_Alcohol_Substance use_Risk behaviour_Alcohol intake_Substance abuse_Addiction_Population study_Medicine
10.1177/1363461507081637,Immigration policy_Psychiatry_Mental health_Refugee_Occupational safety and health_Cross-cultural psychiatry_Immigration detention_Poison control_Suicide prevention_Medicine_Criminology
10.1162/003465304323023895,Accounting_Economics_Operations research_Panel data
10.1055/s-0032-1307597,No data.
10.1002/ptr.1480,Bioassay_Larva_Naphthoquinone_Phormia regina_Myiasis_Azadirachtin_Pyrethrum_Meliaceae_Toxicology_Biology
10.1007/bf00346706,Relative species abundance_Animal science_Petiole (botany)_Condensed tannin_Staple food_Dietary Requirements_Presbytis johnii_Leaf monkey_Fibre content_Botany_Biology
10.1111/j.1439-0418.1982.tb03581.x,Host (biology)_Aphid_Infestation_Lupinus_Aphis craccivora_Coumarin_Population_Vicia faba_Botany_Biology
10.1016/j.neuropharm.2007.08.017,Internal medicine_Endocrinology_Chemistry_Mecamylamine_Antagonist_Nicotine withdrawal_Nicotine_Nicotinic acetylcholine receptor_Drug tolerance_Methyllycaconitine_Nicotinic Antagonist_Pharmacology
10.1007/s00464-014-3677-5,Internal medicine_Radiology_Cholecystectomy_Cholangiography_Indocyanine green_Intraoperative Period_Laparoscopic cholecystectomy_Biliary anatomy_Medical imaging_Hepatology_Medicine
10.1111/j.1558-5646.2012.01676.x,Marine invertebrates_Biomineralization_Ecology_Sponge_Calcification_Associated bacteria_Symbiosis_Bacteria_Biology_Zoology_Correlation and dependence
10.1890/06-1767.1,Pollinator_Mutualism (biology)_Nectar_Introduced species_Ecology_Linepithema_Argentine ant_Protea nitida_Hymenoptera_Biology
10.1007/s00049-005-0304-x,Bioassay_Larva_Lepidoptera genitalia_Nature Conservation_Noctuidae_Cabbage looper_Trichoplusia_Hoodia gordonii_Botany_Biology_Zoology
10.1073/pnas.082674499,Hemolymph_Signal peptide_Monooxygenase_Senecio_Senecionine_Jacobaea_Pyrrolizidine_Drosophila melanogaster_Biochemistry_Biology
10.1111/j.1439-0418.1998.tb01473.x,Horticulture_Larva_PEST analysis_Anthomyiidae_Delia radicum_Longevity_Azadirachtin_Meliaceae_Botany_Fecundity_Biology
10.1016/j.ecoenv.2013.06.028,Larva_Polygonum_Culex quinquefasciatus_Essential oil_Anopheles stephensi_Confertifolin_Instar_Veterinary medicine_Botany_Biology
10.1007/s10886-007-9333-y,Aphid_Aphididae_Homoptera_Electrical penetration graph_Saponin_Acyrthosiphon pisum_Phloem_Xylem_Botany_Biology
10.1080/13811118.2013.776459,The Internet_Engineering_Human factors and ergonomics_Injury prevention_Witness_Confessional_Poison control_Computer security_Suicide prevention_Thematic analysis_Social psychology
10.4073/csr.2012.6,Scientific evidence_Psychology_Systematic review_Crime prevention_Law enforcement_Incentive_Unit of analysis_Deterrence theory_Criminology_Problem-oriented policing
10.1080/02602930301669,Higher education_Psychology_Skepticism_Pedagogy_Academic dishonesty_Cheating_Academic ethics_Study analysis_Medical education_Deterrence theory
10.1002/ps.1123,Biopesticide_Horticulture_Lepidoptera genitalia_PEST analysis_Plutella_Azadirachtin_Diamondback moth_Meliaceae_Plutellidae_Botany_Biology
10.1093/aob/mcl184,Lichen_Thallus_Peroxidase_Enzyme_Enzyme assay_Extracellular_Biochemistry_Laccase_Biology_Tyrosinase
10.1111/j.1365-2494.2007.00609.x,Foraging_Grazing_Panicum_Intake rate_Agronomy_Biology
10.1177/194008291400700208,Ethnic group_Biodiversity hotspot_Geography_Ecoregion_Tribe_Protected area_Tanzania_Bushmeat_Wildlife_Socioeconomics_Environmental protection
10.2308/accr.2004.79.4.921,Product market_Competitor analysis_Capital market_Business_Customer base_Electric utility_Voluntary disclosure_Stranded costs_Industrial organization_Deregulation
10.5210/bsi.v17i1.1929,Moral responsibility_Demand characteristics_Developmental psychology_Psychology_Health belief model_Belief bias_Determinism_Conviction_Population_Social psychology_Conceptualization
10.1177/0011128709343137,Psychology_Human factors and ergonomics_Injury prevention_Sanctions_Apprehension_Poison control_Suicide prevention_Deterrence theory_Juvenile delinquency_Criminology
10.1017/s0020818312000392,No data.
10.1007/s10886-005-6071-x,Limonene_Plutella_Methyl jasmonate_Brassica oleracea_Carvone_Cotesia_Diamondback moth_Plutellidae_Botany_Biology
10.1038/sj.jid.5700202,Internal medicine_Endocrinology_Retinoid_Epidermal growth factor_Photoaging_Keratinocyte_EGFR inhibitors_Epidermal growth factor receptor_Betacellulin_Amphiregulin_Cancer research_Biology
10.1111/j.1748-7692.2000.tb00905.x,Archipelago_Geography_Cetacea_Clupea_Herring_Capelin_Photo identification_Population_Lagenorhynchus obliquidens_Fishery
10.1007/s00049-002-8320-6,Lepidoptera genitalia_Manduca_Manduca quinquemaculata_Parasitism_Sphingidae_Nicotine_Cotesia congregata_Manduca sexta_Botany_Biology
10.1111/j.1439-0418.2010.01587.x,Horticulture_Cassia_Cymbopogon nardus_Cinnamomum_Cabbage looper_Cymbopogon citratus_Cinnamomum glanduliferum_Thymus vulgaris_Litsea cubeba_Botany_Biology
10.1111/j.1557-9263.2007.00126.x,Brood parasite_Nest_Predation_Ecology_Parasitism_Cowbird_Brown-headed cowbird_Time of day_Biology
10.1007/s10940-004-5868-z,Empirical research_Economics_Perception_Sanctions_Criminal Conduct_Panel survey_Deterrence theory_Criminology_Certainty_Social psychology
10.1111/j.1745-9125.2002.tb00959.x,Psychology_Recidivism_Imprisonment_Prison_Criminology
10.3386/w11780,Norm (social)_Political science_Law_Corruption_Liability_Sanctions_Imprisonment_Enforcement_Strict liability_Deterrence theory
10.1111/j.1540-6040.2007.00212.x,Sociology_Human factors and ergonomics_Occupational safety and health_Injury prevention_Socialization_African american_Poison control_Suicide prevention_Immigration_Social psychology
10.1158/1078-0432.ccr-05-2141,Pathology_Extracellular matrix_Extracellular fluid_Hyaluronic acid_Collagenase_Peritoneal cavity_Metastasis_Hyaluronidase_Interstitial matrix_Medicine
10.1371/journal.pone.0038804,Palatability_Introduced species_Fucus_Sargassum muticum_Isopoda_Fucus spiralis_Herbivore_Algae_Botany_Biology
10.1093/jleo/ewp038,Ex-ante_Norm (social)_Psychology_Accident prevention_Peer effects_Social network model_Poison control_Juvenile delinquency_Social psychology_Social network
10.1186/s12936-017-1846-4,Pyrethroid_Anopheles gambiae_Malaria_Chlorfenapyr_Pyrethroid resistance_Anopheles gambiae S_Long lasting_Bed nets_Toxicology_Biology
10.1080/1024269032000052923,Decentralization_Rational choice theory_Economics_Law and economics_Element (criminal law)_Terrorism_Deterrence theory_Opportunity cost_Politics
10.1016/j.im.2007.05.002,Liberian dollar_Advertising_Economics_Marketing_Information industry_Equity (finance)_Software_Corporation_Software development_Business software_Equity theory
10.1603/0022-2585-41.4.691,Bioassay_Larva_Developmental toxicity_Essential oil_Anopheles stephensi_Aroma_Mentha spicata_Instar_Toxicology_Biology
10.3200/htps.82.4.2-9,Management by exception_Nursing_Leadership style_Job satisfaction_Community hospital_Personnel Loyalty_Nursing staff_Transformational leadership_Transactional leadership_Medicine
10.4103/0019-557x.85242,Public health_Government_Health care_Content analysis_Primary research_Slum_Population_Private practice_Economic growth_Medicine
10.2308/isys-50704,Self-efficacy_Norm (social)_Business_Bridging (networking)_Protection motivation theory_Bring your own device_Salient_Compliance behavior_Public relations_Confidentiality
10.1007/s10886-006-9038-7,Macrophyte_Juncaceae_Carp_Ludwigia repens_Grass carp_Aquatic plant_Herbivore_Chemical defense_Botany_Biology
10.1016/j.ijindorg.2006.02.002,Welfare_Investment strategy_Economics_Microeconomics_Downside risk_Investment decisions_Monopoly_Welfare analysis_Industrial organization_Deterrence theory
10.1080/15389580601009764,Engineering_Actuarial science_Human factors and ergonomics_Occupational safety and health_Injury prevention_Recidivism_Longitudinal study_Drunk drivers_Poison control_Computer security_Suicide prevention
10.1603/ec12246,Integrated pest management_Nest_Ecology_Borax_Linepithema_Carpenter ant_Argentine ant_Toxicant_Hymenoptera_Toxicology_Biology
10.1136/bjsm.30.4.335,Psychosocial_Psychology_Human factors and ergonomics_Injury prevention_Longitudinal study_Aggression_Team sport_Poison control_Clinical psychology_Juvenile delinquency
